email_length,number_of_links,number_of_attachments,presence_of_urgent_keywords,sender_domain_type,html_content_flag,email_text,spf_status,dkim_status,dmarc_status,phishing_email
1025.51,2.87,0.0514,Absent,Free-Webmail/Common Provider,Present,Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Sec,Pass,None,Pass,Legitimate
428.96,0.896,1.83,Present,Trusted/Corporate,Absent,You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encry,Fail,Fail,Fail,Phishing
1000.24,1.38,0.00127,Absent,Suspicious/Spoofed,Absent,"Flight SQ 388 flight confirmation Barcelona to Madrid. Departure 07:40, arrival 08:50. Thank you for flying with Singapore Airlines. Flight SQ 388 flight confirmation Barcelona to Madrid. Departure 07:40, arrival 08:50. Thank you for flying with Singapore Airlines. Flight SQ 388 flight confirmation Barcelona to Madrid. Departure 07:40, arrival 08:50. Thank you for flying with Singapore Airlines. Flight SQ 388 flight confirmation Barcelona to Madrid. Departure 07:40, arrival 08:50. Thank you for flying with Singapore Airlines. Flight SQ 388 flight confirmation Barcelona to Madrid. Departure 07:40, arrival 08:50. Thank you for flying with Singapore Airlines. Flight SQ 388 flight confirmation Barcelona to Madrid. Departure 07:40, arrival 08:50. Thank you for flying with Singapore Airlines. Flight SQ 388 flight confirmation Barcelona to Madrid. Departure 07:40, arrival 08:50. Thank you for flying with Singapore Airlines. Flight SQ 388 flight confirmation Barcelona to Madrid. Departure 07:4",Pass,Pass,Pass,Legitimate
2143.98,1.11,0.732,Present,Trusted/Corporate,Present,"Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attach",Pass,None,Pass,Legitimate
144.03,1.47,0.324,Absent,Trusted/Corporate,Present,Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8,Pass,Pass,Pass,Legitimate
1649.13,1.3,0.1,Absent,Free-Webmail/Common Provider,Absent,"Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let m",Pass,Pass,Pass,Legitimate
1443.11,1.84,0.0954,Absent,Trusted/Corporate,Present,"Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mock",Pass,Pass,Pass,Legitimate
865.91,2.14,1.72,Absent,Trusted/Corporate,Absent,Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mail,Fail,Fail,Fail,Phishing
308.3,3.74,0.00295,Present,Free-Webmail/Common Provider,Present,"Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for th",Pass,Pass,Pass,Legitimate
889.51,4.19,0.369,Absent,Trusted/Corporate,Present,"Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-gov.net/claim to receive your payment. Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-gov.net/claim to receive your payment. Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-gov.net/claim to receive your payment. Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-gov.net/claim to receive your payment. Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-gov.net/claim to receive your payment. Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-gov.net/claim to receive your payment. Final Notice: Tax refund of ,25",Fail,Fail,Fail,Phishing
2245.07,6.57,1.09,Present,Trusted/Corporate,Present,You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your e,Softfail,Fail,Fail,Phishing
778.88,2.92,0.0106,Absent,Trusted/Corporate,Present,URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity w,Fail,Fail,None,Phishing
2348.61,2.28,0.621,Absent,Trusted/Corporate,Present,Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your r,Pass,Pass,Pass,Legitimate
3406.04,3.69,0.405,Present,Free-Webmail/Common Provider,Present,Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or,Pass,Pass,Pass,Legitimate
1502.47,3.49,0.438,Absent,Free-Webmail/Common Provider,Present,Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for you,Pass,Pass,Pass,Legitimate
1949.43,2.33,1.67,Absent,Trusted/Corporate,Absent,"Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project repo",Pass,None,Pass,Legitimate
240.2,1.04,0.0115,Absent,Free-Webmail/Common Provider,Present,Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing,None,Fail,Fail,Phishing
1529.28,0.652,0.071,Present,Free-Webmail/Common Provider,Present,"Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides",None,None,Pass,Legitimate
242.13,1.88,0.286,Present,Trusted/Corporate,Absent,Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately.,None,Fail,Fail,Phishing
661.73,1.68,0.0554,Absent,Free-Webmail/Common Provider,Present,URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been s,Fail,Fail,Fail,Phishing
123.4,2.04,0.234,Absent,Free-Webmail/Common Provider,Absent,"Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, at",Pass,Pass,Pass,Legitimate
841.14,5.57,0.007,Absent,Trusted/Corporate,Present,Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekl,Pass,Pass,Pass,Legitimate
541.46,2.5,0.000168,Absent,Trusted/Corporate,Present,You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You h,Fail,Fail,Fail,Phishing
1944.78,2.32,0.271,Present,Free-Webmail/Common Provider,Present,URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspici,Softfail,Fail,None,Phishing
705.12,2.29,0.0606,Present,Trusted/Corporate,Present,Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email,Fail,Fail,Fail,Phishing
887.75,4.94,0.233,Absent,Suspicious/Spoofed,Present,Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or v,Pass,Pass,Pass,Legitimate
1368.43,2.35,0.159,Present,Trusted/Corporate,Present,Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details,Fail,Fail,Fail,Phishing
1530.22,1.13,1.28,Absent,Trusted/Corporate,Present,Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government,None,Pass,None,Legitimate
1263.21,1.19,0.464,Absent,Trusted/Corporate,Present,URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URG,Softfail,Fail,None,Phishing
829.86,1.06,0.0605,Absent,Free-Webmail/Common Provider,Present,"Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope",None,Pass,Pass,Legitimate
611.3,3.27,0.631,Present,Trusted/Corporate,Present,You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/view to sign in with your email password and view the file. You have received an encrypted document. Click http://doc-share-login.com/v,Fail,Fail,None,Phishing
677.86,2.95,2.01,Absent,Trusted/Corporate,Present,"Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-gov.net/claim to receive your payment. Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-gov.net/claim to receive your payment. Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-gov.net/claim to receive your payment. Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-gov.net/claim to receive your payment. Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-g",Fail,Fail,None,Phishing
994.77,2.66,0.000232,Absent,Trusted/Corporate,Present,URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within,Fail,Fail,Fail,Phishing
820.77,2.99,0.745,Present,Trusted/Corporate,Present,Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks,Pass,Pass,Pass,Legitimate
